,reviews
140,독자들이 돈주는 기계에요 \? 공지라도 남겨주시든지요 그럴게 돈이 벌고 싶으셔서 베스트만 기무로 바꾸셨어요 \? 독자가 돈이 넘쳐 흘러서 지르는줄 알아요 \? 이만하면 됐잖아요 선좀 지켜야죠 독자들 만만하게 보지 마세요 그리고 유료 구매한 무료편 100 환불 이라고요 \? 하나도 안됐으니까 말도 안되는 소리 하지마세요 카카오 볼려고 맨날 들어갔는데 요새는 들어가도 볼게 없어요 다 기무인데 돈주고 봐야하는거라니 참 차라리 그냥 다 기무로 바꿔서 돈 더 버시지 그러셨어요 \? 제가 몇년째 카카오를 봤는데 정말 어이가 없어서 말이 안나오네요 
141,그동안 스마트하지 못했던 본인 인증 매번 폰번호 인증 받는게 귀찮았는데 kt pass깔고 신세계 경험 중입니다 편리하고 좋은 어플 만들어주셔서 감사합니다
142,소설을 보려고 이용권을 구매했습니다 소설을 다보고 남은 이용권은 70개 남은 이용권으로 다른 소설을 보려했으나 이용권이 없다며 구매창이 뜸 한번 이용권을 구매하면 남은 이용권으로 다른 소설을 볼수 없고 남은이용권은 휴지조각이 되버림 이런 거지같은 시스템이 어디있습니까 이용권구매도 최소 20개에서 시작하며 개수를 맘대로 못정하여 어쩔수없이 이용권은 남게되는상황 가격도 소설1권대여료는 약 1500원 동내책방에서 대여로 보는것보다 비쌈 거기다 휴지조각된 이용권까지하면 내 다시는 카카오페이지 더러워서 안쓴다
143,네이버 페이지에서 영화를 따로 샀는데 시리즈앱 깔라해서 시리즈앱 들어갔더니 뭐 산영화가 어디에도 없음 내돈 어디감 네이버페이지에서 보기누르면 시리즈앱만 들어가지고 영화는 없음
144,은행에 가기 어려울 때나 급히 계좌이체해야할 때 사용하기 좋아요
145,비밀번호 기억이 안나서 재설정을 하는데 비밀번호 두번째 입력하고 나면 다음으로 넘어 가는 버튼이 없네요 입력값 확인을 클릭해도 반응이 없구요
146,상태표시줄 강제로 왜 없앤건지 진짜 쓸때마다 보려면 위로내려야해서 불편합니다 상태표시줄은 선택사항으로 하든지 해야죠
147,광고 없는게 제일 좋아요 근데 폰트도 볼 수 있으몬 좋겠어요
148,문자에 온 계좌번호를 누르면 바로 토스 어플이 뜨고 지문인식만으로 보낼수 있어서 간편하고 빨라 좋아요
149,토스계좌가 실계좌처럼 번호 설정이 되있어서 그 번호로 보낼 수있도록 할 수 있나요 \? 있다면 알려 주세요 
150,오류로 로그인 제한이 걸렸다며 비밀번호 재설정하라길래 재설정 했는데도 똑같아서 현재 잔액확인이 안됩니다
151,"해피머니로 결재하려는데 계속 회원패스워드가 일지하지 않는다네요 아이디 , 비번 틀린거 하나없는데 처리좀부탁드려요 그런거 빼고는 다 좋아요 그리고 가끔 무료 쿠키 받으려고 앱 설치해도 쿠키가 안구워지더라구요 "
152,저기눈을감다웹무비로보고싶어서가고싶은데15세연령인증해야해요 아니웹툰은15세연령이아닌데왜웹무비는15세걸려있냐고여 이말보시면15세연령좀풀어줘여눈을감다좀 
153,1000원들어오지도 않는데 어그로 개쩌네 앞으로 이런문자 보내지마세요
154,제가 사용하는 은행은 다 있네요 아직 믿음이 부족하여 주계좌말고 용돈쓰는 계좌만 등록했는데 진짜 간편하네요 계좌등록하는데 돈도 주시고 1원 
155,제가 은행을 선택하고 계좌번호를 써서 완료를 눌렀는데 xuanfushun님의 계좌만 등록할수있대요 xuanfushun 이 이름이제영어 이름입니다 어떻게 해야하나요
156,아니 본인확인을하고 나서 인증완료했다는 문자가 오는데 그문자를받고나면 초기화면으로 돌아가버린다고요 그렇게 5번인증하고나면 하루횟수초과로 다음날하라는데 어쩌라는거죠 \? \? \? \? \? \? \? \? 
157,토스 쓰고싶은데 휴대폰명의가 제 명의가 아니라서 계속 못쓰고있네요 이에 대해 해결방안좀 내주시면 안되겠습니까 
158,아니 갑자기 책보는데 자꾸 광고가 나오나요 \? \? \? 평소에 안 그러다가 틱톡이 나오질 않나 5초 스킵 광고가 나오지 않나 \? 요즘 경제난이세여 \? \? 아니 이거 계속 읽으면 광고나와서 못읽을듯 초심으로 돌아갑시다 그리고 업데이트도 댓글달기부터 불편함
159,첨엔 바껴서 살짝 적응 안 됐는데 업데이트 할수록 더 좋아지는 느낌이네요 특히 이벤트를 이것저것 마니 하거라구여 \? \? 암튼 요즘 쿠키굽는 재미로 살아여 아 내 텅장 어쩔 
160,아니 카카오계정이랑 연결이 되있는데 들어갈때마다 로그인 하라고함 로그인 했더니 인증번호를 받으라네 \? \? 응 2시간 지나도 않와 이거는 시간이 걸리는게 아니고 않오는거지 나도 카카오페이지 만화좀 보자 
161,몇 달 전에 계정을 로그인하고 쿠키도 사고 해서 본 소설이 있는데요 앱을 지우고 다시 로그인 하니까 그 소설을 본 흔적이 없어졌어요 그때 제가 쿠키를 돈 주고 충전한 기록도 사라져있구요 쿠키가 몇 개 남아있었는데 다 없어졌어요 매우 당황스럽습니다 빨리 알아봐주시면 감사하겠습니다 
162,토스만보기 이게 뭡니까 만보채우기 미션 해서 다시 옛날처럼 되돌려주세요 누구생각인가요 도데체 차라리 광고를 넣어서 100원 받기 하던지 이게 뭐죠 \? 만보채워도 40원받는게 뭐에요
163,정말 최고에요 ! 공인인증서 필요없이 간단하니 정말 편리해요 ! ! 
164,학생들은 우리은행마니쓰거든요 편리하긴하지만 학생시점에도 생각해주시요우리은행도 언능 수리됬으면합니다 부탁드릴게요
165,비밀번호 틀린적이없는데 왜 오류횟수 초과로 뜨지 \? 갑자기 \? 
166,튕기는 거 토스 문제 아님 플레이스토어 들어가서 webview 삭제하세요
167,돈을 벌어다주니 돈 욕심들이 더 나시나 초심을 잃지말고 연락처 송금이라도 복구시킵시다 ! 
168,은행 어플이 5개 사용 중인데 이거 하나면 거의 다 해결 되서 한결 편해졌어요 대성하세요
169,좋아하는 웹툰이 많아서 그래도 보려고 했는데 그냥 지울게요 재밌었네요
170,오늘 토스에서 알림문자가 왔는데 제가 대출받은적이 없는데 대출받았다고 신용에 반영이 된다고 하는데 이건 무슨일인가요 \? 
171,잘만되다가 갑자기 로그인다시하라그러고 했더니 실패라네요 고쳐주세요
172,진짜다른폰뱅킹처럼은행가서인증서땔필요도없고할때마다너무간편하고편리해서정말매번토스관계자분들에게감사히생각하고있습니다 이런좋은어플앞으로없을꺼같구요 많은사람들이이좋은어플을많이사용하면좋을꺼같네요 토스관계좌분들새해벅많이받으시고앞으로더수고해주세요 ! ! 언제나감사합니다 ! ! 토스짱 ! ! 
173,"정말 자주 사용하며 , 사용할 때마다 간편하다는 생각을 합니다 24시간 카톡 상담도 아주 친절하며 신속합니다"
174,진짜 계속 토스만 쓰는데 짱이예요 다들쓰새오 상담해주는분 누군지모르겠지만 상담받아본것중에 제일상냥했습니다 토스짱 알바같은데 아님니다 
175,강제 업데이트 ! 짜증 ! 되지도 않고 삭제후 재설치 시키네 프로그램 거지 
176,휴대폰 인증 한번 하겠다고 복잡한 회원가입에 앱설치하고 업데이트하고 빈대 잡겠다고 초가삼간 다 태우고 나 앉는 꼴이네요 정작 이 앱 가입할땐 또 문자인증 
177,아니 캐시 받을 때 신규설치 했 는데도 안와서 캐시받기 눌러서 다시 해봤는데 안된다네요 좀 고쳐주세요 
178,진행이 군더더기 없이 빠르게 진행되어 좋고 화끈해서 좋아요
179,니들이 평소에 깨시민 흉내내면서 이상한 커피같은거 홀짝이는거 한푼두푼 애껴서 보면 되잖아요 하여간 공짜근성 
180,아주 좋네요 카카오계정이 천개 넘게 있고 게임친구들도 2만명 넘게 있어서 원하는 책은 무료로 무한대로 볼수 있네요 
181,너무 편하고 좋아요 그러나 어차피 카드번호나 공인인증서로 본인인증 했으니 폰 명의 다르더라도 이용가능하면 더욱 좋겠습니다
182,노트3 유저인데 뭐 송금만 하려하면 계속 나가지고 렉먹고 너무 심해서 못쓰겟네요 지핸드폰뮨제인가요
183,"재미있는게 많다고 , 우리딸이 처음에 추천해줬는데 여러가지로 많고 좋아요 아뭍은 정말 유용히 보고있어요 모두 감사요 "
184,토스 잘쓰고있습니다 수수료도 안들고 보안카드없어도 보내져서 좋내요 ! ! 
185,획득가능한캐쉬에서 300원 마블다운받으면준다구해서받았는데왜안주는지 
186,작품들 하나하나 고퀄이고 스토리는 진짜 다마음에드네요 ! 
187,레진 따라가는건가요 \? 기왕 따라가는거 연재분도 늘려주세요 3주도 좀 아쉽네요
188,매번 공인인증서 써야해서 귀찮았는데 너무 편하고 좋네요 ! 더 좋은 서비스 기대할게요 
189,최고 가즈아 kt korea tkone tor uk21q
190,간단하게 송금할 수 있어서 편리하고 좋아요 자주 이용해야겠어요
191,너무 잘 보고 있는데요 ! 혹시 캐시 충전할때 문상이나 해피머니로는 충전이 안되나여 \? 답변을 보고 다시 씁니다 일반결제에 신용카드밖에 안뜹니다
192,알트메카 sdb배당코인 순두부코인 코인소각떳다 가즈아 12월내내떡상
193,처음 이라몰라는데 상담아가씨덕분에해결읍니다 친절한설명너무감사합니다 
194,다양한 작품도 많고 재밌어요 근데 19금코너좀 따로 만들어주심 안될까요 \? 다시 재출간도 못하게 계약으로 막아두시고 정작 19코너는 따로 만들지 않으시는 이유를 모르겠네요 영화는19금 유통하시면서 소설은 못하시는 이유가 뭔가요 \? 더군다나 같은돈주고 구매해도 여기서 사면 3년뒤에 다시구매해야해요 처음 앱쓸땐 이러지 않았는데 점점 최악으로 변해가고있는것 같네요 
195,pass 하나면 허둥지둥 안해도돼 어디에서나 all pass ! 
196,대여결제하고 바로보기안됨 재접속해야나옴 앱 바탕에 위젯바로가기 설치안됨 너무불편해요 ! 
197,80퍼센트가 유료지만 대여비비싸고 오프라인에서안되고 와 진짜짱이예요
198,진짜 짱 좋은 것 같아요 계좌이체도 편하고 잔액확인도 편해요 앱 만들어주셔서 감사합니다 ! ! 
199,혹시 자신 계좌추가 하는곳에 유안타 증권도 넣어주실수잇나요 \? 
200,좋음 다른계좌도 연결해서 사용할수있고 다방면으로 활용 할수 있을듯 굿굿
201,"별 한 개가 아깝다 앱 깔면 인간적으로 캐시를 줘야지 1개만 캐시를 안주면 몰라도 여태까지는 다른앱에서 앱깔면 쿠키 , 캐시를 준다고 해도 카카오페이지때문에 안했었는데 이제 그럴일은 없겠네요 카카오페이지 이거때문에 평점이 낮아진듯 글구 만화 한 편을 보면 50캐시를 주는 것도 이건 주긴하는데 , 가끔 15금있어서 카카오페이지 리뷰에 답글이라도 남겨주면 그래도 좋을텐데 , 리뷰를 무시해서 기분이 나쁘네요 고객센터에 문의할려고 해도 아이디가 알맞지 않은거라고 여러분 이 앱 깔지마세요 \( 이건 제 개인적인 의견입니다 \) "
202,아니 토스가 왜이러죠 점겅중이라고 이용불편뜨고 자꾸 돈을 보낼려는대 업뎃을 하라고 뜨네요 아니 업뎃도 했고 삭제하고 다시깔아보기도 하고 하는데 급한것에 돈을 보내야하는데 못하고있어요 
203,아니 왜 애들은 안되는거임 \? \? 진짜 개노답 반드시해피엔딩 보려했는디 
204,너무 좋아요 간편 ! 빠름 ! 최근 계좌조회까지 최고앱 ! 
205,집앞에있는 atm에 가는 귀찮음을 줄여주는 좋은 어플이다 ! ! 
206,이따위 쓰레기엡 만들어서 데이터쓰고 시간 낭비하고 뭐하는 짓이야 \? 아오 짜증나
207,카카오뱅크 추가시켜주세요 연동되면 경쟁이 아니라 토스가 더욱 발전되지 않을까 싶은데 반대로 카카오가 토스같은 어플을 진짜로 만든다면 오히려 토스 유입 인원이 감소되지 읺을까 싶습니다 항상 잘쓰고 있습니다 
208,타은행쓰다 한 번 써봤는데 상당히 편리하네요 급하게 마통이 필요했는데 간편하고 금리도 적당해서 잘쓰고있습니다
209,제가 카카오페이지를 4년 가까이 쓰면서 느낀점은 전체적으로 벨런스가 준수하고 다른 웹툰어플의 작품을 볼수있는것이 너무 좋았습니다 그런데 선물함이나 작품들이 주로 소설쪽이 많아 아쉬운감이 없지아나 있지만 나름대로 만족합니다
210,공인인증서 없이 송금가능해서 아주편리하고 지문으로 인증하니 아주간편 합니다
211,게임깔고 하면 캐시 준다고해서 막상하면 캐시를 준적이 없네요 
212,카카오 플러스 친구에서 해당 글로 바로가기가 안되구요 해당페이지 카카오페이지로 보기 누르면 안드로이드 마켓으로 연결이되네요 글 하나 보기가 너무 불편해요 ! ! 
213,"네 뭐 당연히 제글 보시지야 않겠지만 카카오페이지에 처음 들어 갔을때 로그인을 해야하는데 , 저는 카카오계정이 기억이 나지않아서 쓰지않았는데 꼭 카카오페이지 앱은 로그인을 해야하네요 로그인 처음에 하는 것좀 없애주시면않되나요 \? 또 카카오페이지 웹사이트로 들어가면 불편한 점도 많아요 화 까지만 보여준다는 등 아 네 당연히 카카오페이지는 인기가 많으니까 만드신분은 고쳐달라는 댓글 신경도 않쓰시겠죠 하지만 제 댓글보신다면 제가 말한거 고쳐주길 바랍니다 "
214,와미쳣어미쳤어 이앱은 정말최고에요 별 1000000000000000000000000000000개더넘게줄만큼 그리고 반드시해피엔딩이 한목아니두목아니 다하고있어요 꼭까셔서 반드시해피엔딩 덕후를넘어서 막환상이보일정도로 플아다자까님짱 그럼 반드시해피엔딩 보러가야되서요 빠이요 
215,카카오페이지를 사용하고 있지 않은 사람입니다 사람들이 카톡으로 카카오이용권을 보내는 데 차단할 수도 없고 답답하고 짜증도 납니다 카카오페이지 카톡 메세지 차단 기능을 만들어주셨으면 좋겠습니다 
216,전 분명히 2005년생으로 만11세 이상 입니다 근데 미만 은 가입 불가능이라네요 분명히 미만은 11을 기준으로 11보다 작은 나이는 가입 불가인데 왜 안되는거죠 \? 단위 똑바로 해주세요
217,"멀쩡하다가 갑자기 거래내역 실시간 확인 업데이트했다면서 공인인증하게 하는데 , 이것때문에 잔액확인도 못하느라 매우 번거롭고 짜증나네요 그냥 카카오뱅크로 갈아타겠습니다 안그래도 카뱅으로는 송금도 못하는 썩은물 앱"
218,서버응답을 받지 못했습니다 만 뜨네요 가입은 전에 했었는데 새로 설치하고 통장인증받고 비번설정만하면 서버응답을 받지 못했다고 뜸 
219,너무 편리하고 관리자분들도 너무 친절하시네요 번창하세요 
220,광고를 시청하면 수수료 1회 무료 이런방법도 괜찮은거같아요
221,아니 계속 팅기고 서비스에문제있다그러고 제가 돈뽑으려고하면 서비스에문제있으니 보고하라그래서 삭제하고 다시깔아서 로그인하고 돈뽑으려니까 또 사용자가아니라고뜨네요 \? 반복되는 인증화먼 인증하고다시해도 계속그러고 제발고쳐주세요4일넘었습니다
222,업데이트 떠서 업데이트 안하면 못보게 되있어서 업데이트 누르니 업데이트 안되고 그래서 지웠다가 다시 다운받을랬더니 다운이 안되네 \? 아 뭐하는건데 \? 저장용량은 10g이상 남았고 lte상태도 4칸 풀인데 왜 안될까요 \? 다른건 다 되는데 카카오페이지만 그러는데요 고객센터에 말해도 바뀌는것도 없는데 그냥 안볼테니깐 대여권이랑 충전한 캐시나 환불해주시죠
223,좋네요 명의가 제가아니어서 남들 다하는토스 저만못하고있었는데 이케 편할수가
224,원래 앱은 베스트댓글이 안보이나요 \? 댓글창 누르면 전체댓글만 보이는데 
225,보안이 너무 엉망이네요 불안해서 못 쓰겠어요 앱에서 등록한 지문이 아닌데 로그인이 되네요 휴대폰에 등록한 지문을 아무런 설명도 동의도 없이 그냥 사용되네요 미친거 아닙니까 \? 폰에 딸 지문도 있고 마눌 지문은 휴대폰 사용시에 쓰는건대 왜 카카오뱅크 로그인에서 사용이됩니까 \? 이거 금융사고아닙니까 \? 
226,나이때문에 안되는데 나이상관 없이해주세요 저 태마깔려고하는데 안깔려서이거떳어요 그래서이걸썻어요 10살혁준올림
227,간편한송금처리 나무맘에들어요송금및입금되면 알려주는것도 너무편함니다 
228,요즘카카오페이지에서 시간종일보내는듯 책읽느냐 하루가짧내요
229,문자랑 비교해서 뭐가 편하단거지 \? 인증방법이 없어 걍 하는 것일 뿐
230,안녕하세요 카드는 농협이고 핸드폰이 재명의가 아닌데 토스를깔고 왼쪽하단에 본인 명의 휴대폰이 아니신가요 \?  를 눌러서 들어가보니 카드사를 눌렀더니 농협카드는 명단에 없더라구요 핸드폰 명의 본인 아니고 농협이면 토스 사용못하나요 \? 
231,송금 받는거 예전엔 앱 설치 안하고 받았는데 설치하도록 바꿨네요 계좌도 등록 하라고 나오고 사용 안하는 앱 송금 받는다고 설치하고 계좌등록하고 인증 단계도 많고 그리고 다시 지우고 불편해요 앞으로 토스로 보내지 말라고 했어요
232,폰이 폴더라서 공기계를 쓰는데 번호가 없어 사용하지 못한다네요 저처럼 공기계 쓰는 사람이 많을텐데 이부분 개선 부탁합니다 앱을 쓰고 싶어도 쓰질 못하니 안달나고 또 약간 공기계라고 무시 당하는것 같은 기분이 드네요 
233,제가 원래 웹툰 같은거 안보는데 여기 웹툰은 레알 다봐요 짱 재밋어요 ! ! ! 
234,처음에는 그냥인것같았는데 갑자기 8백캐시가 사라지고 지금까지모았던 캐시가 다사라젔는데 떻게합니까 ! \? 복구하세요 ! 
235,하 진짜 어플 설치도 제대로 안되고 피시방40분 날렸네요
236,재미있는 웹툰이 많아서 잘 보고있었는데 아무런 공지도 없이 전부 기무로 바꾸시다니요 정말 실망했습니다 거기다 최근 연재 만화는 캐쉬지르고 봐야한다는 불편한 점이 있네요 그냥 현질하라는 소리잖아요 학생들은 어쩌라는 거죠 \? 학생들은 사람 아닙니까 \? 학생들은 웹툰 볼 권한조차도 없는건가요 \? 얼마나 급하셨으면 돈때문에 구독자들을 다 잘라내시는건지 
237,"좋아요 기능이 쩌는듯 신용등급 조회 , 진짜 빠르고 정확한거 제일 맘에 듭니다 계좌이체도 편하고요"
238,아니 다 좋은데요 이벤트에서 10레벨로 올리면 1500캐쉬 즉시 지급이라더니 지급이 않되네요 빨리 해결해 주시면 감사하겠습니다 
239,여러가지 투자도 할수 있어서 너무 좋네요 앞으로도 잘 부 탁 드립니다 
240,사용하기 너무 좋아요 송금수수료도 10회까지 무료라 더 좋아요 
241,간단간단간단 최고의앱입니다 간단앱이라고 이름지어도될번했어요
242,"토스 쵝오 ! 무료송금 , 내 계좌조회 등등 너무 잘쓰고있어요 ! ! "
243,이런거진짜안쓰는데 토스너무좋아요 처음이라복잡해서 카톡문의했는데 1분만에바로바로답장오고 엄청친절하시고 2시간동안 계속 이것저것물어보고답답하게했는데도 끝까지친절하시더라구요 물론 앱사용도 간편하고 좋아요 최곱니다 토스
244,아거 \( 녹스 \) 다운받고 실행하면 300캐시주신대서 다운받고 실행했는데 왜 캐시가 않들어오져 \? 
245,실명인증이 어떻게 되는건지 계좌개설하기에서 실명인증자체가안되는데 만17세 이상이고 개명한적도없고 주민등록증에 있는 이름과 주민등록번호를 정확하게 입력했는데 전혀안되네요 
246,"잦은 오류 , 종이책보다 더 비싸게 보는 가격에도 불구하고 소장이 안되는점 , 대여기간이 짧다는점 , 100원씩 주고사는데도 여러번결제하면 다날 \? 이런데서 자꾸 거래정지 걸어버림 이거 개선좀요 "
247,kt에서 인증하면 연동돼서 패스로 갑니다 인증은 안돼고 무한홍채 인증만합니다 좀 잘좀 만들고 쉽게좀 만들어요 하나 쓸모도 없네 이걸로 현금결재하겠습니까 \? 미친인증 앱 그냥kt 라서 울며 겨자먹기로 쓴다 
248,정말 편하네요 일하다가 은행갈필요도없이 직장인들에게 정말 유용하네요
249,야놀자 다운후 실행했는데 아직도 캐시가 안오네요 어제 저녁에 했는데 대체언제 캐시가 오는거죠 \? 
250,금융앱은 신뢰가 생명입니다 부동산소액투자시 투자는 되지않고 출금만 된상태로 고객센터는 1시간째 통화되지않고 카톡상담원도 10분이훌쩍지나서 확인중이라는 내용만 보내고 공지라도 보내던가 금융거래앱이 이렇게 고객응대가 부실해서야 되겠습니까 이일을 계기로 토스사용은 줄이거나 하지않을생각입니다 
251,"은행 간 수수료 없이 은행 직접 갈 필요도 없이 , 상대편이 어플 깔 필요도 없이 송금서비스가 가능하다는것이 너무 신기하고 편하네요 "
252,"기존 소장하던 책들 목록이 다 날아갔고 , 다운로드시 안나오는 것도 불편하고 , 3중결제도 불편합니다 겉멋만 든 쓰레기네요 "
253,캐시충전이벤트에서 야놀자앱을 다운받고 몇번이나 실행해봤는데 캐시가 적립이안되요
254,토스 탈퇴 진행시 해당은행 정보가 없읍니다 라는 문구가 계속뜨면서 탈퇴가 진행되지않네요 탈퇴가능하게 수정부탁드립니다 
255,"넘 잘쓰고 있어요 여러 은행계좌를 한눈에 볼수있는게 참 좋은데 , 이걸 위젯으로 홈화면에서도 볼 수 있으면 더 편할것같은데 위젯기능이 없네요 "
256,계좌를 복사하면 자동으로 토스로 송금할수 있게 되는 점이 좋고 10초도 안되서 보낼 수 있어서 편리한 것 같아요 
257,하나멤버스 \? 그걸 했는데 로그인도 다 됬다고 떴는데도 캐시가 안와서요 이런일 자주 있었는데 많아봤자 400이라 그냥 있었는데 이건 좀 액수가 커서요 빠른 수정 뱌랍니다
258,지금 3시16분에 친구한테 돈보내려고 들어갓는데 안들어가져요 
259,아니 이게 말이되여 \? 여명 티몬 야놀자 다 설치했는데 갑자기 튕기더니 안되네요 제900캐시 돌려놓으세요 빠른기간내에 처리좀 부탁드립니다 
260,진짜 토스 최고임 ! 아 이거 지금이라도 알고 쓰게 되어 너무 기쁘다 ! 편리한 기능 너무 많아 ! ! ! ! 
261,멀 패치를 한건가요 \? 무슨안전화 인가요 \? 접속은 안되고 계속 응답없음이러고 잘만 쓰다가 이전 버전 패치후 계속 이러네요 혹시나 패치 다시하고 완전 지우고 다시 해봐도 안되네요
262,정말 편해요 ! 근데 토스 계좌 채우기 오류가 뜨네요 문의하라는데 
263,지문인식은 언제 지원되나요 \? 아이폰버전은 지원돼서 굉장히 편하고 빠르던데 갤럭시s6도 지원해주세요
264,아씨 영화는 안나오고 로딩에서 한참 걸리더니 다운되서 폰 꺼지지도 않고 겨우 켰네 바이러스 심은거 아닌가 모르겠네
265,너무편하고요 안심되구요누구나에게나 적극권장합니다 ! ! ! 
266, 같은 카카오페이지의 상술 진짜 같다 별한개도아깝다 그리고 별 낮게준 사람들한테 복붙해서 답글 주네 진짜 너무하다
267,언제는 평생 무료라면서 은근슬쩍 약관 바꿨네요 이용자 동의 없이 이렇게 혜택 축소해도 되나요 \? 
268,캐시 이벤트 를 했으면 좋겠어요 그리고 매일매일 방문 을하면 100 캐시를주세요 
269,편해서 좋내요 계좌복사해서송금할수잇눈거좀맘애들어요 님들아함써보삼
270,아니 무료로 캐시 받기에서 그 전함제국 인가 그 게임 설치 로그인 하래서 했는데 안줘요 400캐시요 전에도 했었는데 캐시 안줘서 다시 해봤는데 아직도 안주고
271,토스신용등급오류가봐요 사기쳐 써요믿을수가없네요나이스지킴이랑비교해봣는데서로다른등급이나오네요 도대체 대출등급이정확한건 대체어디서봐야하나요 서로다른등급이나왓네요 
272,업데이트 이후로 멀쩡하던 순정 원플러스6에서 실행이 되질 않네요 수정해주세요 
273,아니 연결되있던 계좌들 왜 다 연결이안돼나요 \? 리뷰들 보니깐 장난없던데 이제 관리 안하는건가요 \? 확실히 해주세요 매크로답변 달꺼면 달지마시구요 조롱당하는기분입니다 리부들보니깐 전부 매크로답변같던데 일단 계좌들 왜 연결이 다풀려있고 재연결은 안돼는겁니까 문제 알아보겠다고만하지 말아주시구요
274,박보검영상보고 추천작3화보면 2000캐수준다면서 안주네 \? 낚시질작작해라
275,5000원짜리 컬쳐랜드문상도 추가해주시면 감사하겠습니다 
276,만화가 많아서 좋구요 ! ! 기다리면 무료로 볼수있어서 정말 좋아요 여러가지 종류의 만화가 있어 골라보는 재미가 있구요 ! ! 최고예요 ! ! ! ! 
277,진짜재밌는웹툰많아요헿허블이나래작가님 ! ! 완저광팬이에요 그림체bb
278,갓태어난아기가서버관리하나네트워크도연결도있는데안되고참가지가지하네
279,아직잘은모르겠는대 경품뽑힐수있으니 김칫국마시면서 빅픽쳐좀 그려볼게요
280,토스 gs이벤트 때문에 gs갔는데 결제도안되고 돈만5천원버리고 내돈물어내라
281,완전 편해요 ! ! 전에는 은행이나 atm기 까지 가야했는데 그럴 필요가 사라 졌어요 ! ! 게다가 한달에 5번정도는 무료로 송금해줘서 완전 개이득 ! 1
282,쓰레기임 아니 내가 웹툰을 볼려하는데 소설로봐서 한산 20화를 뛰워서 볼려고했는데 안됨 ! 기무래며 2일 다 채웠는데 쓸레기 앱임
283,하나은행 어플은 잔액조회하려면 맨날 로그인해서 불편했는데 이건 계좌를 등록해놓으면 간단히 조회가 가능하니 편하고 좋네요 
284,잘 사용하고 있습니다 ! 캐쉬 제한 빼고 \( 쥬륵 \) 
285,진짜게임좀하자고 인증막아놓면 뭐하자는건데 인증좀하게해달라고 망할놈들아
286,카카오에서 만든 거라 깔았는데 거의 유료고 볼맛도 없고 
287,간편하고 수수료 또한 없이 송금가능하여 너무 좋았습니다 계속 이용하겠습니다 감사합니다 
288,2000캐쉬 준데서 회원가입하고 추천인하면 바로 지급된다면서 왜 쿠폰안주는데요 \? 장난합니까 \? 이럴꺼면 이벤트 왜하는지 모르겠네요 이벤트 시작한지 만하루도안되서했는데 하 진짜 어이없어서 빨리 2000캐쉬주거나 답변달아주시면 감사하겠네요
